gpu_vram_gb,workload_type,framework,model_size_mb,batch_size,dataset_size_mb,epochs,runtime_minutes
48.0,Training,PyTorch,344.2,16,4298.6,50,131.87
8.0,Inference,PyTorch,2265.2,16,4340.2,100,360.0
24.0,FineTuning,PyTorch,3683.3,128,12585.0,20,218.52
4.0,Training,JAX,3661.4,128,5940.9,20,360.0
4.0,Training,PyTorch,92.8,64,1190.6,30,15.67
12.0,Training,TensorFlow,474.2,128,7270.7,30,94.1
12.0,Inference,PyTorch,2353.2,16,8298.4,50,360.0
48.0,FineTuning,TensorFlow,3401.5,256,9303.6,10,16.94
24.0,FineTuning,PyTorch,3820.1,16,3602.9,20,360.0
48.0,FineTuning,PyTorch,3449.3,128,14601.6,20,108.25
16.0,FineTuning,JAX,2726.6,128,11081.6,5,64.07
16.0,FineTuning,PyTorch,842.1,64,10830.1,5,29.33
6.0,Training,PyTorch,336.9,8,13105.8,10,360.0
16.0,Inference,TensorFlow,237.7,128,489.3,20,1.59
12.0,FineTuning,PyTorch,2467.7,8,9235.8,30,360.0
8.0,FineTuning,PyTorch,192.9,32,12285.8,20,135.31
16.0,Inference,TensorFlow,2970.0,8,612.2,30,86.97
48.0,Inference,JAX,2864.3,128,11366.6,30,30.69
80.0,Inference,TensorFlow,364.5,16,14846.5,10,8.27
4.0,Inference,PyTorch,3631.2,16,8941.8,20,360.0
8.0,Training,PyTorch,2111.6,128,6427.9,50,360.0
8.0,FineTuning,TensorFlow,3622.5,64,6858.8,20,360.0
48.0,FineTuning,PyTorch,3611.4,256,10224.3,20,54.2
4.0,Training,TensorFlow,828.3,128,8592.3,100,360.0
12.0,Inference,PyTorch,1553.3,128,11834.8,5,13.55
8.0,FineTuning,PyTorch,581.8,256,6382.4,10,15.23
6.0,FineTuning,PyTorch,3111.2,64,6318.1,50,360.0
48.0,Inference,JAX,2041.3,64,11214.9,50,69.9
8.0,Training,PyTorch,3718.8,32,9718.2,50,360.0
24.0,FineTuning,JAX,872.5,32,11693.7,30,360.0
4.0,FineTuning,JAX,2769.1,32,13318.7,10,360.0
16.0,Training,JAX,3957.5,64,4024.7,5,83.27
8.0,Training,JAX,2678.3,8,4794.0,30,360.0
48.0,Inference,TensorFlow,321.7,128,7951.6,50,4.85
16.0,FineTuning,TensorFlow,2374.3,32,13963.7,30,360.0
6.0,Inference,PyTorch,760.4,8,12536.8,30,360.0
16.0,FineTuning,PyTorch,170.5,128,7079.8,100,45.11
24.0,Training,PyTorch,1373.1,256,8639.5,50,123.31
12.0,Training,PyTorch,1101.1,256,10713.4,50,204.35
8.0,Training,PyTorch,3165.6,256,7887.9,5,65.49
10.0,Inference,PyTorch,1526.0,8,1566.9,10,50.92
10.0,Training,JAX,2945.2,256,5355.8,20,148.92
16.0,Inference,PyTorch,114.1,16,809.4,20,1.84
4.0,Inference,PyTorch,108.5,16,10081.0,100,341.04
10.0,Inference,TensorFlow,165.8,256,5123.1,20,1.68
10.0,FineTuning,PyTorch,916.5,128,11101.6,5,29.9
4.0,Inference,PyTorch,1527.3,8,6502.7,30,360.0
80.0,Training,TensorFlow,2451.0,8,779.3,50,210.31
10.0,Training,PyTorch,3944.4,256,5756.3,10,136.27
24.0,Training,PyTorch,1449.9,64,3358.5,20,68.48
8.0,Inference,PyTorch,269.9,32,3292.9,100,71.39
8.0,Training,PyTorch,819.9,128,5726.4,10,59.92
48.0,FineTuning,TensorFlow,3596.5,8,14677.1,10,360.0
48.0,Training,PyTorch,2812.5,32,14405.0,50,360.0
4.0,Training,JAX,3171.3,256,12071.5,100,360.0
6.0,Training,PyTorch,540.5,128,3757.5,5,15.75
48.0,Inference,PyTorch,583.2,8,11482.5,50,191.7
4.0,FineTuning,JAX,493.4,256,328.9,100,11.55
48.0,Inference,JAX,3435.8,16,939.6,5,5.16
48.0,FineTuning,PyTorch,879.4,8,12552.4,100,360.0
6.0,Inference,PyTorch,2590.4,16,8507.1,30,360.0
10.0,FineTuning,TensorFlow,2088.9,256,5662.3,10,38.14
16.0,FineTuning,PyTorch,2200.3,16,11132.8,20,360.0
80.0,FineTuning,PyTorch,822.0,64,1804.0,10,2.52
48.0,FineTuning,TensorFlow,2559.2,256,4371.6,50,36.29
48.0,Inference,PyTorch,220.2,256,10941.4,100,4.37
24.0,FineTuning,PyTorch,3974.2,64,3186.8,100,360.0
80.0,Inference,PyTorch,155.7,32,9049.6,5,1.31
6.0,FineTuning,JAX,248.1,128,6770.2,30,44.07
8.0,Training,PyTorch,1332.4,32,3115.2,30,360.0
48.0,FineTuning,TensorFlow,3334.9,64,13336.9,5,47.1
16.0,Training,PyTorch,1065.9,32,6589.4,5,74.0
80.0,FineTuning,PyTorch,1914.1,128,9022.7,5,8.18
10.0,FineTuning,PyTorch,121.0,128,3870.3,30,9.99
48.0,Inference,PyTorch,361.6,8,5267.4,10,8.62
8.0,Training,PyTorch,2451.5,32,829.9,10,104.66
8.0,Training,PyTorch,817.7,64,7299.9,100,360.0
48.0,Training,TensorFlow,2792.3,8,5238.2,100,360.0
12.0,Training,TensorFlow,3152.3,32,5008.1,30,360.0
8.0,Inference,PyTorch,3408.8,256,13360.2,20,75.75
4.0,Inference,TensorFlow,578.5,128,10587.7,50,132.9
8.0,FineTuning,PyTorch,1849.3,64,6913.6,30,360.0
80.0,Inference,PyTorch,3791.0,256,3010.7,20,2.89
12.0,Training,PyTorch,3099.7,32,14601.4,50,360.0
6.0,Training,PyTorch,512.0,128,1214.0,10,10.32
24.0,Training,PyTorch,2034.9,128,2128.0,5,8.78
6.0,Inference,PyTorch,3693.4,256,4127.8,100,192.48
10.0,FineTuning,PyTorch,1788.2,32,14322.5,50,360.0
24.0,FineTuning,PyTorch,3357.8,32,4255.3,100,360.0
10.0,Training,JAX,2008.6,64,7422.3,5,163.55
24.0,Training,TensorFlow,471.9,8,11441.4,20,360.0
24.0,Inference,PyTorch,634.0,128,13944.9,100,56.86
4.0,Training,JAX,234.4,8,9115.8,30,360.0
16.0,FineTuning,PyTorch,821.5,8,5825.7,30,360.0
80.0,Training,TensorFlow,3579.8,128,14784.1,5,28.66
6.0,Training,PyTorch,2618.3,32,489.8,50,357.0
8.0,FineTuning,PyTorch,2968.5,128,12499.4,50,360.0
12.0,Training,PyTorch,2505.6,256,4233.7,100,360.0
80.0,FineTuning,PyTorch,1576.8,8,12280.0,20,360.0
10.0,FineTuning,PyTorch,906.6,64,2516.3,30,69.89
4.0,FineTuning,PyTorch,3706.2,128,5267.6,5,147.1
10.0,FineTuning,PyTorch,2083.6,64,934.0,10,21.73
16.0,FineTuning,PyTorch,1950.3,32,3074.4,100,360.0
12.0,Training,TensorFlow,3984.6,32,9081.6,30,360.0
4.0,FineTuning,PyTorch,1566.5,256,11446.4,30,360.0
10.0,FineTuning,TensorFlow,3423.8,64,13677.3,20,360.0
16.0,Training,PyTorch,3456.3,64,1883.3,30,217.68
10.0,Inference,PyTorch,969.0,128,2194.5,20,7.02
80.0,FineTuning,PyTorch,424.6,32,14087.8,20,32.94
12.0,Inference,JAX,3903.7,64,11513.0,10,120.52
48.0,Inference,PyTorch,1732.3,16,8142.3,100,347.91
80.0,Training,PyTorch,58.8,128,7203.2,50,3.57
12.0,FineTuning,PyTorch,2021.1,128,2450.0,30,65.8
16.0,Training,PyTorch,2496.2,16,5751.6,20,360.0
4.0,Training,PyTorch,3115.5,32,5651.8,20,360.0
24.0,Inference,PyTorch,3774.6,64,9760.4,50,280.25
10.0,FineTuning,TensorFlow,3664.9,64,9023.7,50,360.0
6.0,Training,TensorFlow,3763.5,32,989.7,20,360.0
12.0,FineTuning,JAX,176.9,16,12742.4,30,253.88
8.0,Inference,PyTorch,2861.5,16,14069.5,100,360.0
16.0,FineTuning,PyTorch,942.1,16,11725.1,30,360.0
48.0,FineTuning,PyTorch,790.8,128,2757.9,100,25.3
24.0,FineTuning,JAX,3211.3,64,2665.3,30,117.97
8.0,Training,PyTorch,1697.7,8,10919.1,50,360.0
48.0,Training,PyTorch,3670.6,128,6668.9,30,148.16
6.0,FineTuning,JAX,217.6,128,11704.2,100,290.56
80.0,FineTuning,PyTorch,3218.6,64,1224.6,30,18.24
10.0,FineTuning,PyTorch,590.5,32,10774.9,30,360.0
4.0,FineTuning,PyTorch,747.5,256,6419.0,50,182.1
48.0,FineTuning,PyTorch,1935.5,64,561.7,5,2.05
24.0,Training,JAX,1612.6,32,8222.9,5,104.89
12.0,Training,PyTorch,1970.4,64,10515.6,30,360.0
12.0,Training,PyTorch,3763.1,128,7970.8,5,119.07
24.0,FineTuning,PyTorch,2646.7,256,1930.9,30,19.76
12.0,Training,PyTorch,1196.7,16,12257.0,50,360.0
48.0,FineTuning,PyTorch,733.0,128,4824.6,30,16.08
16.0,Training,PyTorch,1709.2,128,13829.8,10,150.37
12.0,FineTuning,PyTorch,1834.0,8,13612.4,20,360.0
80.0,Training,PyTorch,2425.1,128,3085.4,50,55.46
6.0,FineTuning,TensorFlow,1100.7,128,7197.8,100,360.0
4.0,Training,PyTorch,3081.7,128,2146.7,10,176.45
48.0,Training,TensorFlow,438.9,256,10198.4,10,4.86
8.0,Inference,PyTorch,2263.8,8,12793.6,20,360.0
24.0,Training,PyTorch,2513.0,32,9760.8,10,360.0
48.0,FineTuning,JAX,867.0,256,3981.1,20,4.75
16.0,Inference,PyTorch,3312.7,256,1237.1,30,6.41
80.0,FineTuning,PyTorch,2481.0,8,1132.0,50,183.58
24.0,Inference,PyTorch,2600.6,16,9202.8,50,360.0
12.0,Training,PyTorch,2016.1,32,14304.6,50,360.0
48.0,FineTuning,PyTorch,3642.9,256,10459.6,20,41.89
6.0,FineTuning,PyTorch,2791.0,256,10986.3,20,317.45
24.0,Training,PyTorch,1558.3,8,5006.6,10,360.0
10.0,Training,PyTorch,992.5,16,8832.0,50,360.0
80.0,Training,TensorFlow,330.7,16,4817.3,10,20.5
4.0,FineTuning,PyTorch,703.2,64,13534.8,30,360.0
24.0,Inference,PyTorch,3971.1,64,2074.5,10,12.31
16.0,Training,PyTorch,1656.7,256,9517.2,50,230.28
48.0,Training,PyTorch,3599.8,256,10989.6,20,68.72
12.0,Training,PyTorch,723.7,128,10507.5,10,63.9
4.0,FineTuning,PyTorch,1730.2,32,3934.0,10,355.18
4.0,FineTuning,PyTorch,3844.0,8,7341.9,20,360.0
80.0,Training,TensorFlow,410.0,128,9983.9,20,11.06
16.0,Training,TensorFlow,2396.2,32,13971.1,50,360.0
12.0,FineTuning,PyTorch,3680.7,256,7544.9,30,177.09
4.0,Inference,TensorFlow,3801.2,64,4577.6,100,360.0
16.0,FineTuning,TensorFlow,3391.7,8,5859.2,50,360.0
16.0,FineTuning,PyTorch,3430.9,16,8165.7,10,360.0
8.0,Training,JAX,2626.1,16,14647.7,50,360.0
48.0,Training,PyTorch,920.7,128,9462.1,50,91.59
4.0,Training,PyTorch,2936.2,128,2405.6,20,348.47
4.0,Training,PyTorch,3914.6,8,12662.8,30,360.0
16.0,Inference,JAX,2127.4,16,2803.6,100,360.0
4.0,FineTuning,PyTorch,1079.8,128,677.3,30,34.29
16.0,Training,PyTorch,2315.2,16,1593.1,50,360.0
4.0,Training,PyTorch,2777.9,64,11813.2,20,360.0
16.0,Training,PyTorch,872.7,128,13538.2,20,166.67
8.0,FineTuning,PyTorch,2890.8,256,4096.2,10,42.15
48.0,Training,TensorFlow,2370.4,32,7521.8,5,90.24
16.0,Training,PyTorch,2468.8,128,8998.6,10,142.0
4.0,FineTuning,PyTorch,1258.7,64,6338.5,100,360.0
12.0,Training,TensorFlow,663.3,8,1073.3,10,111.1
48.0,Training,PyTorch,2512.6,16,944.1,10,41.42
8.0,Training,PyTorch,2365.6,256,6661.2,5,53.24
16.0,Training,PyTorch,1385.1,8,11988.2,20,360.0
12.0,Training,TensorFlow,1218.8,128,1361.0,20,24.65
16.0,Training,PyTorch,1421.6,32,3164.6,30,360.0
4.0,FineTuning,PyTorch,1985.0,8,4119.5,30,360.0
24.0,FineTuning,PyTorch,3900.5,32,8431.0,50,360.0
80.0,FineTuning,TensorFlow,3066.1,128,743.6,100,19.2
6.0,Inference,PyTorch,3414.4,32,12914.6,50,360.0
12.0,Training,PyTorch,2047.3,32,7113.8,50,360.0
10.0,Inference,PyTorch,2128.2,64,7330.0,30,161.7
16.0,Training,PyTorch,857.1,8,4965.1,30,360.0
16.0,Training,PyTorch,2898.1,128,3258.8,10,66.3
6.0,Training,PyTorch,1715.3,64,5518.7,20,360.0
6.0,Training,TensorFlow,2982.7,32,13709.7,30,360.0
10.0,Inference,JAX,1665.8,64,1504.0,5,5.31
4.0,Training,PyTorch,478.6,64,1004.9,10,21.0
80.0,Training,PyTorch,733.6,32,1805.3,5,4.65
24.0,Training,PyTorch,3255.7,128,11677.0,5,72.22
24.0,Training,TensorFlow,1071.5,16,821.4,20,66.23
8.0,Training,PyTorch,1094.2,64,5064.2,5,65.84
8.0,Training,PyTorch,3721.0,8,6430.4,5,360.0
4.0,Training,TensorFlow,2647.7,32,7656.0,100,360.0
8.0,Inference,TensorFlow,501.5,16,147.7,5,1.75
8.0,Training,PyTorch,617.2,64,7352.8,5,54.04
10.0,Training,PyTorch,1125.9,32,3004.4,10,139.3
10.0,FineTuning,PyTorch,2396.3,32,1558.4,10,86.18
8.0,Inference,PyTorch,3023.7,64,8046.1,20,174.27
48.0,Training,TensorFlow,1134.3,256,11187.8,20,31.16
48.0,Training,PyTorch,3489.0,256,14027.8,100,360.0
4.0,Inference,PyTorch,481.3,8,13698.6,5,206.83
24.0,Training,TensorFlow,870.0,32,6045.0,50,360.0
6.0,FineTuning,PyTorch,3883.3,32,10590.5,5,360.0
4.0,Training,PyTorch,582.2,64,10464.7,5,150.48
8.0,Inference,PyTorch,3558.0,16,6240.4,100,360.0
10.0,Inference,TensorFlow,2830.5,32,1563.3,20,57.54
16.0,Inference,PyTorch,338.7,32,5791.9,30,23.22
12.0,Training,PyTorch,1960.6,64,14886.1,20,360.0
10.0,Training,PyTorch,2100.0,256,8370.0,10,84.73
48.0,Training,TensorFlow,3732.0,32,5186.7,20,310.36
10.0,Inference,PyTorch,1713.4,64,11182.8,100,360.0
6.0,Inference,PyTorch,1814.7,8,10326.3,30,360.0
8.0,Training,JAX,494.3,64,8724.1,5,59.17
16.0,FineTuning,JAX,2574.7,256,9597.7,30,114.54
48.0,Training,JAX,883.0,16,8815.6,100,360.0
48.0,Training,PyTorch,356.3,32,14348.5,100,360.0
80.0,FineTuning,TensorFlow,3987.8,8,7686.1,20,360.0
24.0,Training,PyTorch,1115.0,32,8893.8,50,360.0
6.0,Training,PyTorch,607.2,32,7127.7,100,360.0
48.0,Training,PyTorch,2813.0,256,9043.3,10,23.67
24.0,Inference,PyTorch,3295.6,64,13373.3,100,360.0
48.0,Inference,PyTorch,303.1,32,5162.3,30,8.09
8.0,Inference,PyTorch,466.3,256,7489.0,100,35.55
24.0,FineTuning,TensorFlow,406.2,8,6784.3,20,231.11
80.0,FineTuning,PyTorch,235.5,256,6029.9,5,1.61
8.0,Training,PyTorch,2654.9,256,12333.5,20,360.0
16.0,Inference,PyTorch,2373.8,256,3556.0,100,34.9
6.0,FineTuning,JAX,2668.1,128,7548.8,100,360.0
6.0,FineTuning,PyTorch,2047.4,256,13877.1,5,64.75
12.0,FineTuning,PyTorch,3279.2,32,2502.7,50,360.0
12.0,Inference,PyTorch,2209.3,256,169.2,10,1.13
24.0,Training,TensorFlow,3679.1,64,4051.8,30,360.0
6.0,Training,PyTorch,1968.3,16,13842.4,20,360.0
24.0,FineTuning,PyTorch,3173.1,32,1405.6,20,77.41
12.0,Inference,PyTorch,1659.1,256,2142.4,30,7.43
16.0,FineTuning,TensorFlow,1769.1,256,4873.1,100,196.2
48.0,Training,PyTorch,3403.5,64,11568.6,5,91.63
10.0,Training,PyTorch,475.3,32,11294.1,10,254.72
24.0,FineTuning,PyTorch,2281.4,128,1397.3,50,38.37
16.0,FineTuning,JAX,2919.0,128,14014.3,30,360.0
6.0,FineTuning,PyTorch,3014.2,8,3658.4,10,360.0
48.0,Training,PyTorch,2386.4,128,4281.5,20,37.75
80.0,Inference,PyTorch,1819.9,64,5857.6,10,4.57
12.0,FineTuning,PyTorch,1080.1,128,9553.9,100,360.0
10.0,FineTuning,PyTorch,3642.2,64,7867.5,50,360.0
16.0,Training,PyTorch,1510.7,32,13936.4,10,360.0
48.0,Training,JAX,3206.0,8,8512.8,100,360.0
8.0,Inference,PyTorch,175.1,256,12869.9,20,5.84
4.0,Training,TensorFlow,967.1,256,1265.2,50,78.86
10.0,FineTuning,PyTorch,1415.1,256,12852.9,50,234.55
10.0,FineTuning,JAX,2702.7,8,3045.9,50,360.0
4.0,FineTuning,PyTorch,1311.4,256,5502.1,20,106.75
80.0,Training,PyTorch,213.4,128,4866.3,5,1.91
8.0,Training,PyTorch,736.8,256,5125.5,20,43.68
12.0,Inference,TensorFlow,1073.7,256,13788.3,5,5.43
16.0,FineTuning,TensorFlow,745.4,16,6679.7,100,360.0
48.0,Training,PyTorch,854.7,128,4092.7,5,3.94
16.0,Training,PyTorch,3087.4,256,4486.6,20,86.0
8.0,Inference,PyTorch,1677.5,16,12069.7,100,360.0
16.0,Training,PyTorch,1650.5,128,8132.8,10,85.74
4.0,FineTuning,PyTorch,3868.1,64,6797.5,20,360.0
10.0,Training,PyTorch,1814.5,64,13909.5,50,360.0
16.0,Inference,PyTorch,3714.2,256,13957.1,10,24.3
24.0,FineTuning,TensorFlow,1231.3,256,11366.2,30,45.1
8.0,FineTuning,TensorFlow,1632.5,16,7818.3,100,360.0
80.0,Training,PyTorch,1615.3,8,1837.5,30,160.87
24.0,Inference,TensorFlow,2207.0,16,10648.5,30,307.4
4.0,Training,PyTorch,2357.8,32,12245.2,50,360.0
6.0,Inference,TensorFlow,1030.1,8,12795.4,100,360.0
4.0,FineTuning,PyTorch,3184.7,16,8769.8,100,360.0
80.0,FineTuning,TensorFlow,2011.3,32,9290.9,50,239.91
80.0,Training,PyTorch,77.8,32,10668.4,5,3.04
24.0,FineTuning,PyTorch,2385.8,256,13121.5,100,360.0
8.0,Training,PyTorch,3202.3,128,776.8,50,134.45
12.0,Training,PyTorch,1039.3,256,8492.0,100,360.0
10.0,Training,PyTorch,199.6,16,5599.5,5,49.42
24.0,Training,PyTorch,3238.4,64,12514.1,30,360.0
80.0,Training,TensorFlow,3906.3,256,2093.8,20,11.45
6.0,Training,PyTorch,352.4,128,13654.6,20,139.71
48.0,Inference,PyTorch,3755.2,256,1947.7,100,13.69
80.0,Training,PyTorch,1469.1,256,1431.0,50,8.34
80.0,FineTuning,PyTorch,3768.7,8,5262.8,100,360.0
24.0,Training,PyTorch,2612.9,64,14921.4,30,360.0
80.0,FineTuning,TensorFlow,3566.5,32,9543.7,100,360.0
80.0,FineTuning,PyTorch,3154.0,8,493.9,30,60.61
8.0,Inference,PyTorch,160.6,128,3814.0,5,1.6
10.0,Inference,PyTorch,308.5,256,2322.6,5,1.17
6.0,FineTuning,PyTorch,2126.7,32,115.0,30,32.17
8.0,FineTuning,PyTorch,562.0,256,7772.6,100,144.71
12.0,Training,PyTorch,1871.1,32,5778.5,50,360.0
12.0,FineTuning,JAX,3820.8,32,9237.9,50,360.0
16.0,Training,PyTorch,1214.3,64,3323.8,30,127.39
24.0,Training,PyTorch,1981.2,128,12482.7,100,360.0
24.0,Training,PyTorch,1567.8,128,5809.1,100,330.54
4.0,FineTuning,TensorFlow,2537.8,256,7295.3,20,322.43
6.0,FineTuning,TensorFlow,815.7,64,11014.0,20,360.0
80.0,FineTuning,PyTorch,1076.8,128,2575.9,5,2.14
6.0,FineTuning,JAX,3442.1,32,4008.9,100,360.0
16.0,Training,PyTorch,3254.8,32,2405.8,30,360.0
4.0,FineTuning,PyTorch,3167.3,256,11544.4,20,360.0
8.0,Inference,TensorFlow,3095.1,32,1553.1,50,183.3
6.0,Inference,TensorFlow,1864.8,128,7386.1,10,41.88
8.0,FineTuning,JAX,2929.1,16,11273.7,10,360.0
12.0,FineTuning,TensorFlow,1579.5,8,7665.7,100,360.0
16.0,FineTuning,JAX,447.8,16,7679.3,30,306.38
80.0,Training,PyTorch,1603.8,64,1048.8,5,2.86
10.0,Training,PyTorch,676.7,16,11764.6,10,360.0
24.0,Training,PyTorch,1593.9,256,9099.7,50,161.6
16.0,Training,TensorFlow,1224.8,16,10045.9,50,360.0
6.0,FineTuning,PyTorch,2416.7,256,11510.4,50,360.0
48.0,Inference,PyTorch,1478.1,64,8453.2,10,8.59
24.0,Training,TensorFlow,2837.1,16,7678.5,20,360.0
24.0,FineTuning,JAX,2073.0,8,9981.2,50,360.0
48.0,FineTuning,PyTorch,3682.0,128,13510.1,5,29.42
4.0,Training,PyTorch,409.6,64,9613.6,30,360.0
4.0,Training,PyTorch,2766.5,16,11846.0,30,360.0
48.0,FineTuning,PyTorch,2706.0,32,7256.0,30,244.88
10.0,FineTuning,PyTorch,3805.0,32,8884.6,20,360.0
12.0,Inference,JAX,1517.6,64,2784.2,30,33.45
48.0,Training,PyTorch,1256.5,32,7378.9,30,204.16
12.0,Inference,PyTorch,731.0,8,2318.5,10,36.14
10.0,Training,PyTorch,1097.9,16,7058.6,20,360.0
16.0,FineTuning,PyTorch,2032.5,8,1067.8,20,313.88
12.0,FineTuning,PyTorch,3359.0,8,8685.5,10,360.0
24.0,Training,TensorFlow,1172.9,128,4372.4,5,9.59
24.0,Training,TensorFlow,673.1,16,12640.5,30,360.0
10.0,Training,PyTorch,1124.9,64,5706.3,5,71.67
12.0,Training,TensorFlow,448.7,32,13774.8,10,169.85
8.0,FineTuning,PyTorch,3710.4,128,7146.0,10,240.7
10.0,Training,PyTorch,3496.9,8,12748.2,10,360.0
10.0,FineTuning,PyTorch,1268.5,32,4529.3,10,146.32
8.0,Training,PyTorch,1025.6,16,6828.9,100,360.0
12.0,FineTuning,PyTorch,3626.3,8,9541.6,50,360.0
12.0,FineTuning,PyTorch,57.0,8,3953.9,10,22.01
24.0,FineTuning,PyTorch,2422.3,16,9894.2,5,230.07
10.0,FineTuning,PyTorch,3668.2,64,4400.2,10,208.51
10.0,Training,PyTorch,2058.8,128,7316.0,5,90.54
80.0,Inference,PyTorch,61.7,16,448.2,10,1.01
16.0,Training,PyTorch,914.5,32,1264.9,10,34.23
10.0,Training,PyTorch,3693.6,32,3483.8,50,360.0
6.0,Training,PyTorch,117.2,8,12116.7,10,335.73
16.0,FineTuning,TensorFlow,1609.4,256,9939.7,30,89.34
6.0,FineTuning,PyTorch,3169.5,128,13412.4,50,360.0
12.0,FineTuning,PyTorch,3360.5,64,13580.2,50,360.0
16.0,Training,PyTorch,1936.6,64,5682.6,30,344.44
10.0,Training,PyTorch,968.3,256,5576.2,100,227.9
8.0,Inference,JAX,2418.8,32,12552.6,50,360.0
24.0,FineTuning,PyTorch,1091.9,64,6454.0,10,30.93
6.0,Training,PyTorch,1058.3,32,12872.3,30,360.0
16.0,FineTuning,TensorFlow,3240.0,128,7638.4,10,96.05
10.0,Training,PyTorch,659.4,256,6428.2,50,100.12
16.0,Training,PyTorch,71.8,8,4258.1,20,57.95
10.0,Training,TensorFlow,1380.3,32,1984.7,30,324.3
10.0,Training,TensorFlow,1989.3,128,7935.9,5,81.3
10.0,Training,PyTorch,2835.1,256,4945.9,50,287.43
80.0,Inference,PyTorch,3135.4,32,3816.7,20,16.29
24.0,FineTuning,TensorFlow,2670.9,16,2627.9,50,360.0
8.0,FineTuning,PyTorch,2524.7,32,5890.5,10,360.0
8.0,FineTuning,PyTorch,2679.7,128,8382.5,100,360.0
16.0,Inference,PyTorch,1122.5,64,12571.7,100,309.02
16.0,Training,PyTorch,1560.3,32,12320.8,10,360.0
10.0,Inference,PyTorch,2484.9,8,12840.4,100,360.0
80.0,FineTuning,PyTorch,309.0,128,8685.9,10,3.5
10.0,Training,TensorFlow,1216.5,64,8437.3,20,357.78
80.0,Training,PyTorch,1655.4,128,13586.6,10,29.76
10.0,FineTuning,PyTorch,2157.1,32,4399.3,50,360.0
6.0,FineTuning,PyTorch,1971.6,16,2267.2,50,360.0
6.0,Training,TensorFlow,2886.6,16,1333.3,100,360.0
12.0,FineTuning,PyTorch,1920.0,8,13227.6,50,360.0
10.0,FineTuning,PyTorch,3621.3,256,5639.4,30,172.89
24.0,Training,PyTorch,1552.3,256,7531.0,50,101.26
12.0,Inference,PyTorch,2125.2,8,12065.6,10,360.0
16.0,Inference,JAX,62.7,64,5660.2,30,3.32
10.0,FineTuning,PyTorch,1276.4,16,13032.5,30,360.0
6.0,Inference,PyTorch,3473.0,32,4893.3,30,360.0
80.0,Training,TensorFlow,1367.6,128,11012.5,30,46.76
24.0,Training,PyTorch,1050.1,128,10043.8,100,360.0
10.0,Training,PyTorch,2197.0,16,3100.1,20,360.0
8.0,FineTuning,PyTorch,361.0,16,1955.0,100,360.0
8.0,FineTuning,PyTorch,2149.8,128,1762.2,50,147.69
80.0,FineTuning,PyTorch,1249.5,64,9798.6,20,35.69
12.0,Training,PyTorch,1563.3,128,292.9,100,34.09
8.0,Training,PyTorch,3175.9,8,9944.0,5,360.0
12.0,Inference,PyTorch,2664.8,32,11751.3,20,360.0
6.0,Inference,PyTorch,1812.1,16,4607.4,100,360.0
10.0,FineTuning,TensorFlow,2331.2,256,11210.9,100,360.0
6.0,FineTuning,TensorFlow,3079.1,16,2564.3,30,360.0
6.0,FineTuning,PyTorch,2995.8,64,14411.3,50,360.0
48.0,Training,JAX,782.0,8,3557.8,100,360.0
4.0,Training,PyTorch,1238.6,128,7376.6,50,360.0
24.0,FineTuning,PyTorch,1425.5,8,14709.4,10,360.0
12.0,FineTuning,PyTorch,790.8,8,13616.4,100,360.0
48.0,Training,PyTorch,98.0,64,9926.0,20,9.17
4.0,Inference,PyTorch,737.2,64,5601.0,50,171.41
24.0,Inference,PyTorch,3242.6,256,10531.3,5,7.02
12.0,Training,PyTorch,2206.4,128,6958.1,5,71.24
10.0,FineTuning,PyTorch,1399.5,256,1721.7,100,70.9
24.0,Inference,JAX,2453.0,128,11960.1,20,39.68
6.0,Training,PyTorch,2972.3,32,13087.0,100,360.0
4.0,FineTuning,PyTorch,1450.0,8,6173.3,100,360.0
4.0,FineTuning,TensorFlow,1891.0,128,10019.3,10,338.15
4.0,Training,PyTorch,303.6,64,552.4,100,76.03
12.0,Inference,PyTorch,2408.5,32,3039.0,100,360.0
24.0,Training,PyTorch,1457.8,256,8596.9,5,13.22
6.0,Training,TensorFlow,1762.4,32,4183.8,10,360.0
48.0,Training,TensorFlow,1719.3,64,14171.0,20,193.95
10.0,Training,PyTorch,2548.0,128,12572.0,100,360.0
8.0,Training,PyTorch,2311.2,64,9859.6,50,360.0
48.0,FineTuning,PyTorch,1717.3,128,14982.7,10,35.86
6.0,Training,PyTorch,117.0,64,3724.4,100,152.42
8.0,FineTuning,JAX,2502.8,64,13795.0,5,257.34
8.0,FineTuning,PyTorch,3524.3,16,4638.1,10,360.0
4.0,Training,PyTorch,3089.7,128,8989.3,50,360.0
16.0,FineTuning,PyTorch,3927.4,8,6572.1,100,360.0
6.0,FineTuning,PyTorch,599.3,16,6703.9,50,360.0
4.0,FineTuning,JAX,929.0,16,11461.4,5,360.0
6.0,Training,TensorFlow,2180.1,16,5278.4,10,360.0
16.0,FineTuning,PyTorch,981.7,16,7662.2,10,235.83
10.0,Inference,TensorFlow,186.5,8,3254.5,30,50.09
16.0,Training,PyTorch,1639.0,16,11475.7,5,360.0
80.0,Training,PyTorch,1186.2,256,8323.8,10,5.96
48.0,FineTuning,PyTorch,1091.9,8,3900.4,20,139.47
4.0,Training,PyTorch,3815.0,256,4062.4,30,360.0
48.0,FineTuning,PyTorch,991.9,8,4473.7,5,42.84
80.0,Training,PyTorch,561.3,256,10519.5,50,16.6
