gpu_utilization,cpu_utilization,ram_usage_percent,temperature_c,power_draw_w,hour_of_day,day_of_week,requested_duration_hours,historical_reliability,is_available
25.5,5.01,28.83,77.7,133.3,0,3,0.46,0.963,1
87.41,69.64,63.3,53.1,342.6,0,0,1.06,0.932,0
91.89,15.0,57.38,54.2,262.2,8,0,0.86,0.875,1
90.23,26.95,93.6,43.3,183.2,19,1,0.37,0.797,0
64.09,31.81,74.81,53.7,270.4,12,5,8.44,0.912,1
63.57,55.43,61.06,44.4,179.6,10,6,0.9,0.921,1
42.5,40.82,83.07,64.0,35.5,18,4,0.84,0.97,1
74.97,65.72,27.41,74.0,203.8,20,0,1.29,0.836,1
54.41,10.01,16.22,76.1,230.1,16,1,1.27,0.724,1
68.0,16.15,70.22,42.9,344.0,2,2,1.34,0.866,1
44.85,49.93,22.86,56.3,43.1,19,5,4.94,0.958,1
73.03,35.33,24.23,53.8,193.9,12,0,0.32,0.991,1
81.68,31.62,74.57,45.0,61.4,21,6,5.88,0.894,1
18.62,11.03,36.64,57.4,77.7,18,4,2.39,0.975,1
82.46,85.61,65.29,54.4,225.3,19,1,2.59,0.928,1
55.25,67.26,88.39,70.5,104.1,20,2,0.54,0.998,1
83.55,15.95,40.32,82.4,269.7,23,1,1.0,0.581,1
45.11,10.85,32.37,61.8,194.5,8,3,0.31,0.936,1
40.25,92.74,23.53,75.8,99.8,18,4,2.32,0.962,1
90.1,66.31,25.44,47.0,188.0,18,4,1.03,0.999,1
28.36,42.57,19.98,83.0,30.3,22,5,1.8,0.944,1
83.51,68.16,22.01,47.3,306.1,0,0,2.99,0.827,0
50.01,73.07,49.56,49.2,34.1,16,5,1.81,0.957,1
52.81,75.2,40.67,45.1,32.2,13,1,0.35,0.928,1
33.69,48.01,71.52,54.9,225.7,11,2,0.33,0.871,1
58.29,43.69,84.62,66.5,341.5,1,0,4.24,0.844,0
35.24,5.99,77.78,87.4,303.9,21,4,0.81,0.627,0
8.65,88.39,57.45,78.1,110.6,2,1,1.1,0.952,1
30.3,59.3,23.2,58.3,92.9,23,2,0.69,0.726,1
5.59,23.28,71.78,67.6,230.4,4,5,2.6,0.771,1
95.99,87.76,44.03,69.9,293.2,2,4,1.18,0.737,0
94.81,87.34,21.85,79.5,145.9,13,6,1.42,0.926,1
41.75,94.03,82.4,75.3,168.4,23,2,2.44,0.995,1
72.74,83.67,42.06,67.3,67.0,23,5,2.15,0.983,0
37.16,94.8,32.46,72.1,78.9,17,1,3.18,0.813,1
67.41,27.02,84.72,75.8,211.9,4,2,2.96,0.841,0
79.9,80.8,87.17,46.4,62.8,2,0,1.36,0.81,1
93.05,79.07,42.12,49.6,94.7,22,0,0.63,0.835,1
42.22,25.78,43.38,73.1,105.1,1,6,0.71,0.995,1
77.85,13.86,61.37,80.8,172.1,8,1,2.65,0.839,1
29.73,93.15,73.68,59.6,44.6,17,5,0.81,0.997,1
97.1,31.64,20.05,87.0,189.9,1,4,1.36,0.958,1
7.4,83.38,62.47,50.4,327.2,21,3,0.43,0.96,1
61.13,5.37,91.23,60.0,37.8,18,3,0.46,0.816,1
66.33,6.89,35.97,58.2,231.9,2,3,0.78,0.871,1
68.99,46.93,87.71,84.7,297.5,17,4,0.38,0.907,0
16.2,26.48,91.01,53.7,130.0,13,6,0.84,0.742,0
92.28,67.09,36.53,62.6,72.1,12,0,1.88,0.912,1
21.85,55.9,75.34,49.0,43.9,15,0,2.93,0.88,1
62.92,11.97,34.1,65.0,236.0,20,5,0.27,0.967,1
25.71,19.64,74.01,81.2,206.7,10,5,2.04,0.965,1
33.57,39.92,78.79,54.6,103.4,20,0,1.1,0.996,1
55.82,21.7,34.78,78.9,296.1,22,5,0.71,0.995,1
43.8,76.3,72.27,83.7,265.4,23,1,0.26,0.88,0
19.9,42.45,79.97,43.5,118.5,23,5,0.99,0.969,1
20.9,13.41,43.69,76.3,271.1,11,0,3.32,0.959,1
43.89,48.59,28.42,52.3,108.4,2,5,1.71,0.922,1
75.43,13.18,22.36,48.4,246.1,5,0,3.19,0.81,1
88.51,16.6,61.03,68.9,67.9,15,0,1.26,0.998,1
12.82,26.56,93.25,73.9,251.5,11,6,3.91,0.751,0
41.56,82.36,80.84,58.9,106.4,20,6,0.53,0.715,1
14.32,88.22,49.87,41.9,213.2,19,3,3.63,0.841,0
6.54,79.36,57.93,83.6,85.2,5,2,1.49,0.965,1
66.54,35.07,37.36,75.1,262.3,19,0,2.94,0.892,1
61.03,29.52,28.05,53.0,49.5,13,2,0.75,0.858,1
20.16,54.42,53.57,63.8,82.9,23,5,1.53,0.763,0
26.74,69.97,52.08,41.3,88.9,8,6,2.84,0.99,0
7.2,94.4,56.75,56.3,43.2,16,0,1.52,0.489,0
82.65,16.84,91.22,65.1,268.4,11,3,1.43,0.987,1
95.65,9.44,63.31,64.8,343.9,0,3,3.53,0.84,1
17.6,67.49,63.46,50.0,279.1,19,5,0.55,0.857,1
26.53,79.9,25.24,77.3,305.4,21,5,1.49,0.798,1
85.76,81.17,94.72,54.3,31.9,7,5,3.66,0.81,0
91.16,66.06,76.83,67.9,67.7,11,2,3.93,0.97,1
44.03,90.86,85.18,53.0,208.9,15,6,0.45,0.963,1
9.71,50.99,48.14,60.4,342.9,0,6,4.0,0.832,1
8.66,87.24,55.17,50.0,241.4,2,3,0.22,0.99,1
58.38,92.1,56.77,70.4,149.7,11,6,4.07,0.844,1
41.54,81.24,30.53,60.4,76.8,3,1,0.82,0.984,1
7.66,32.88,70.16,40.8,78.9,9,4,1.93,0.847,1
59.24,22.66,87.24,41.4,146.1,1,6,0.22,0.963,1
6.05,54.33,28.1,62.6,258.4,8,4,2.83,0.667,0
78.23,45.77,21.91,48.8,40.2,2,5,1.33,0.666,1
33.5,84.0,74.06,68.1,302.7,19,0,3.94,0.835,1
8.74,14.0,36.86,59.6,331.3,19,3,1.82,0.891,1
59.72,28.2,64.91,71.4,314.4,0,4,3.8,0.777,0
41.98,72.66,70.66,85.7,322.2,4,2,2.09,0.966,1
95.56,13.55,40.75,65.4,34.9,4,2,2.94,0.997,1
55.61,33.87,80.21,77.8,342.9,1,5,2.96,0.966,1
30.6,39.84,59.0,76.1,147.2,14,2,0.77,0.997,1
70.98,61.03,84.52,84.2,308.2,0,0,1.92,0.884,1
30.25,19.23,76.06,50.3,89.8,20,4,4.34,0.976,1
89.09,82.45,84.49,79.7,172.9,4,4,4.42,0.976,1
39.85,45.28,16.61,83.5,44.1,6,4,1.17,0.864,1
56.14,87.53,34.48,58.9,42.8,10,2,0.99,0.897,1
9.7,47.11,22.2,55.1,331.8,9,5,2.32,0.997,1
44.63,29.75,50.37,85.7,289.4,1,2,3.21,0.714,1
82.41,17.76,86.2,70.1,199.5,13,0,0.27,0.979,1
79.93,5.34,52.4,58.3,198.1,23,5,0.4,0.905,0
25.86,52.89,82.98,78.0,269.6,20,1,3.22,0.897,0
26.03,14.64,41.17,54.6,139.3,4,4,1.35,0.999,1
81.01,40.26,42.17,48.5,273.8,15,0,2.4,0.987,1
91.53,58.03,86.64,66.1,185.2,1,2,3.63,0.841,1
13.87,29.81,49.07,67.2,234.1,9,1,3.03,0.966,1
46.86,20.77,78.18,79.6,338.7,17,3,3.52,0.755,1
36.38,74.72,33.93,61.9,180.8,4,1,1.64,0.825,1
85.97,90.21,90.9,79.1,163.9,16,6,0.54,0.997,1
12.77,14.04,60.97,54.9,319.8,10,0,1.48,0.956,1
24.63,19.0,75.75,67.6,318.8,4,1,6.81,0.924,0
74.98,91.4,22.16,50.0,347.6,20,2,0.93,0.775,0
9.77,8.4,54.41,58.5,206.3,23,1,1.29,0.965,1
50.81,92.99,87.08,81.2,140.2,5,2,3.1,0.803,0
46.12,5.42,85.16,50.4,106.9,21,1,0.36,0.833,1
36.1,83.63,18.75,78.9,40.9,15,0,3.03,0.999,1
41.7,32.66,39.3,53.6,262.6,4,3,0.84,0.997,1
54.28,89.47,50.47,41.7,104.7,20,4,0.82,0.996,1
20.01,33.53,28.78,45.3,224.1,23,1,1.95,0.957,0
58.2,63.89,73.4,75.8,323.3,15,3,0.79,0.905,1
79.91,12.2,29.76,52.6,334.1,16,1,2.25,0.971,1
75.69,26.81,42.73,71.4,31.4,8,5,4.99,0.777,0
19.31,74.63,68.06,73.6,131.5,21,3,1.24,0.949,1
18.88,52.58,53.57,56.6,298.0,1,2,5.95,0.758,1
29.94,88.52,74.09,62.8,201.7,18,3,5.9,0.981,1
38.58,43.59,91.9,59.4,288.4,16,4,0.67,0.951,1
42.99,83.28,24.32,85.5,303.1,4,3,1.33,0.87,1
68.21,45.41,71.77,55.4,171.6,1,6,9.43,0.99,1
10.27,93.13,33.43,48.8,144.9,10,4,0.48,0.896,1
8.22,91.39,48.16,57.5,175.7,0,4,1.49,0.826,0
41.45,34.62,17.63,72.1,238.9,8,3,1.33,0.927,1
69.84,84.73,25.87,73.5,147.5,5,6,3.52,0.93,1
22.99,81.29,40.58,84.4,278.0,10,4,0.55,0.741,0
64.66,23.96,42.36,82.3,319.3,7,4,0.7,0.97,0
29.16,61.19,86.97,53.8,120.3,12,5,0.59,0.644,1
87.41,11.54,74.35,61.8,338.8,11,2,0.56,0.977,1
88.3,80.3,92.77,75.9,229.3,8,6,0.8,0.954,1
32.65,20.71,62.93,84.0,311.0,14,0,1.7,0.992,0
26.39,11.37,34.34,56.2,63.3,4,2,2.65,0.922,1
43.25,41.02,41.21,61.3,110.5,14,0,1.16,0.999,1
27.37,56.92,40.59,83.2,132.7,1,0,1.38,0.951,1
67.53,81.94,41.12,57.2,126.9,14,2,3.34,0.752,1
81.82,92.68,68.84,63.1,85.0,19,4,1.69,0.909,1
67.6,44.55,57.46,83.4,307.8,2,5,1.98,0.713,0
81.66,10.44,45.83,78.5,164.0,9,6,1.66,0.988,1
41.92,72.42,26.93,51.7,338.2,6,2,3.32,0.906,1
19.54,55.87,16.77,55.6,216.7,9,4,0.61,0.89,1
73.63,45.31,32.51,56.9,74.3,9,2,8.15,0.99,0
38.52,32.83,23.6,83.8,204.7,7,2,4.43,0.99,1
67.43,50.22,77.84,87.9,347.9,12,5,1.22,0.946,1
30.17,35.48,24.0,77.2,210.9,20,1,1.27,1.0,1
12.55,73.13,72.94,63.2,30.6,1,3,3.98,0.72,0
97.31,53.95,45.85,40.5,328.6,11,2,1.38,0.628,1
19.53,83.92,20.87,73.5,105.2,8,3,1.62,0.997,1
96.92,53.92,80.02,58.7,250.3,0,4,2.94,0.98,1
95.89,26.44,61.37,70.4,194.8,20,1,1.18,0.999,1
78.83,81.6,33.86,69.1,134.1,11,5,1.41,0.741,1
66.33,55.15,86.57,63.1,120.4,11,1,0.28,0.964,1
58.74,23.62,18.62,85.3,327.2,2,0,0.49,0.919,0
85.55,61.12,31.15,41.1,321.8,23,6,1.43,0.814,1
31.92,37.19,75.16,74.2,194.2,7,6,0.29,0.978,0
48.49,81.0,71.75,59.7,112.7,12,5,0.93,0.958,1
62.6,45.8,38.14,74.3,62.7,16,6,1.35,0.766,1
43.24,70.38,19.96,72.4,80.1,19,5,0.41,0.944,1
44.76,13.6,83.65,40.5,197.1,9,3,0.34,0.801,1
35.72,40.64,40.1,53.7,128.5,14,1,0.23,0.845,1
57.47,93.49,30.66,49.1,43.5,23,4,1.53,0.893,1
84.1,77.76,56.28,48.0,175.7,8,0,0.52,0.997,1
23.74,19.39,87.82,75.0,268.8,17,1,2.53,0.777,1
91.9,30.0,18.48,51.5,315.3,7,4,1.56,0.906,1
69.09,34.68,76.26,62.8,217.3,13,3,0.24,0.993,1
81.56,63.53,60.8,51.9,261.5,10,4,0.32,0.991,1
56.73,73.13,49.04,67.9,146.5,12,4,5.2,0.954,1
77.5,72.46,74.53,74.6,188.8,15,6,0.47,0.835,1
6.51,50.89,92.27,55.9,263.5,13,6,3.03,0.848,1
81.11,77.97,33.34,68.9,262.9,8,4,0.77,0.947,1
8.73,44.34,26.49,79.6,165.8,8,2,0.98,0.957,1
87.76,16.15,88.03,44.5,204.0,18,5,0.25,0.965,1
97.25,55.8,68.52,74.1,325.6,4,1,1.82,0.977,1
32.35,90.71,50.04,55.5,232.2,14,4,1.46,0.923,0
24.56,76.37,60.86,45.9,235.6,10,0,2.93,0.939,0
76.18,57.08,74.65,66.2,281.1,18,2,4.92,0.994,1
28.53,63.21,76.84,50.9,66.9,5,4,1.79,0.663,1
85.5,88.75,88.59,79.4,197.3,9,4,6.28,0.983,0
14.56,43.55,49.15,42.1,337.0,15,5,0.52,0.97,1
16.71,34.83,38.47,44.7,145.7,4,1,1.05,0.628,0
96.06,92.95,66.17,65.0,124.4,17,6,3.74,0.967,1
67.67,82.71,48.26,68.3,222.4,18,6,1.81,0.749,1
83.76,34.07,62.57,75.0,100.8,22,2,1.78,0.796,1
35.16,46.74,48.6,52.4,207.9,9,4,1.43,0.921,1
67.91,42.36,27.24,80.4,79.8,9,4,0.24,0.934,1
60.26,18.42,52.55,85.8,215.5,11,3,0.37,0.958,1
61.09,91.2,70.27,64.0,222.8,20,0,0.39,0.944,1
68.48,41.39,78.94,76.5,163.9,2,0,0.62,0.783,1
58.51,83.78,54.47,65.2,152.5,3,1,0.4,0.873,1
44.9,22.04,28.22,43.3,108.5,21,6,0.43,0.916,1
30.66,54.31,48.18,55.7,135.9,23,2,2.23,0.928,0
76.48,7.16,77.9,44.2,189.5,11,5,0.45,0.932,1
26.04,73.78,48.03,87.5,109.3,6,5,1.45,0.833,1
69.39,57.28,70.72,51.0,280.5,11,4,0.33,0.925,1
26.7,61.3,55.58,70.5,256.9,2,6,0.83,0.954,1
63.16,9.65,34.3,53.6,116.2,17,6,5.36,0.897,0
74.48,23.99,78.69,71.4,61.2,18,5,0.26,0.983,1
25.34,11.69,21.74,50.1,30.1,4,2,4.39,0.786,1
10.57,31.0,56.99,77.7,221.0,13,1,3.05,0.971,1
17.18,61.47,31.71,45.3,97.6,22,6,5.27,0.906,0
61.36,55.96,20.37,83.0,34.0,7,3,3.29,0.895,1
84.0,60.09,55.23,80.3,144.9,21,1,3.7,0.765,1
9.18,54.43,54.96,72.6,337.8,14,0,0.43,0.928,1
73.28,29.57,71.55,43.2,250.8,15,6,3.81,0.936,1
36.74,27.01,74.58,50.0,304.5,17,3,1.5,0.781,1
49.5,17.34,73.22,81.2,76.3,10,4,1.07,0.989,1
91.38,81.42,47.76,45.9,53.5,1,1,0.53,0.942,1
35.87,60.48,65.54,47.5,33.7,9,2,0.2,0.824,1
48.28,21.79,61.16,66.1,335.8,10,2,2.26,0.792,1
6.27,20.95,48.72,53.2,126.1,4,0,2.79,0.978,1
12.59,83.57,62.78,50.7,177.0,20,0,1.18,0.828,1
29.05,71.85,90.78,67.6,156.2,16,5,0.56,0.984,0
7.59,64.35,30.43,57.9,263.7,0,0,0.51,0.995,1
63.72,41.62,87.46,46.7,129.2,13,6,0.57,0.941,1
44.66,28.58,19.28,65.7,201.3,14,6,0.32,0.619,1
55.98,93.15,39.67,58.6,348.6,6,6,1.09,0.993,1
21.24,76.75,38.05,75.3,172.1,7,6,2.12,0.835,1
32.52,32.16,65.11,44.9,206.4,15,0,1.39,0.836,1
66.74,81.28,25.5,69.8,190.8,12,4,0.47,0.684,1
94.77,73.3,85.59,61.0,287.0,4,3,3.59,0.924,1
9.69,31.74,81.28,59.5,115.4,2,5,0.88,0.915,1
87.81,43.39,67.17,51.1,84.5,12,0,2.05,0.765,1
58.65,21.74,51.67,41.5,271.3,18,1,0.76,0.891,1
57.44,14.99,89.64,80.7,163.0,11,4,2.01,0.852,1
51.53,70.05,81.46,55.7,322.4,18,3,0.48,0.992,1
11.45,29.08,54.95,72.7,236.1,16,4,2.33,0.969,1
13.36,78.81,71.15,85.5,210.6,10,2,1.9,0.987,0
60.88,94.6,60.35,67.1,52.5,2,4,1.66,0.934,1
36.71,11.9,62.04,59.1,263.7,1,5,0.69,0.968,1
90.31,47.57,41.48,52.9,249.5,23,6,1.71,0.826,1
42.81,77.19,51.97,84.8,234.8,13,4,4.75,0.958,1
18.33,76.01,21.25,72.7,115.7,21,2,0.47,0.976,1
71.47,73.4,43.59,71.9,333.0,20,2,2.63,0.481,1
32.28,36.41,70.67,60.5,132.9,16,2,0.44,0.783,1
53.87,45.85,91.26,80.6,78.7,1,5,1.03,0.987,1
69.9,58.55,92.05,74.3,345.9,17,5,2.5,0.964,1
88.72,92.65,59.46,53.6,268.8,22,4,1.84,0.771,0
78.67,34.48,63.53,68.8,162.7,14,2,2.47,0.949,1
67.9,88.08,29.86,60.6,329.5,11,0,6.81,0.77,1
68.21,29.24,70.62,40.3,59.2,15,1,7.19,0.862,1
92.97,94.02,20.65,78.8,58.1,15,6,5.13,0.84,0
32.51,65.32,37.77,45.9,248.4,6,1,1.57,0.75,1
5.1,46.72,68.47,64.5,87.0,5,6,1.03,0.956,1
30.29,60.21,39.82,56.1,323.5,13,2,0.86,0.93,0
25.26,29.53,18.99,56.4,298.9,7,3,1.91,0.949,1
66.55,29.68,81.55,62.9,128.0,19,6,1.41,0.871,0
63.94,15.22,39.83,87.9,314.4,23,4,10.62,0.539,0
60.19,15.26,20.05,59.6,43.7,18,1,1.73,0.948,1
6.51,36.29,20.98,48.8,205.6,18,5,1.0,0.912,1
72.78,73.66,35.14,69.5,329.4,11,5,2.22,0.942,1
35.09,59.72,29.24,51.3,303.7,8,6,0.29,0.947,1
66.85,14.23,76.94,45.1,143.9,8,0,0.43,0.808,1
56.76,81.7,40.73,42.4,88.5,4,3,2.38,0.874,1
36.87,59.12,79.38,41.1,97.4,13,3,0.46,0.979,1
17.52,91.48,28.91,60.7,194.6,0,0,3.02,0.943,1
13.78,65.32,54.43,60.5,221.0,2,4,0.33,0.968,1
82.33,20.77,70.04,48.9,40.5,10,4,2.0,0.789,1
90.41,47.64,67.16,77.6,162.3,20,2,2.47,0.918,1
65.43,63.36,63.09,46.2,295.7,3,6,3.22,0.773,1
14.62,7.54,88.99,83.9,172.2,19,0,4.54,0.992,1
42.39,6.34,33.28,68.2,84.1,0,0,0.95,0.957,1
72.79,16.65,54.5,41.3,335.6,5,5,2.74,0.705,1
77.52,27.65,85.72,86.2,115.2,9,6,0.37,0.973,1
15.99,43.66,21.23,54.8,285.5,3,0,3.74,0.835,1
5.0,48.87,19.47,61.6,92.0,16,2,4.62,0.451,0
71.23,17.42,33.66,53.6,165.4,21,1,2.96,0.919,0
38.16,65.61,65.64,75.0,186.9,20,4,0.86,0.717,1
28.67,58.65,35.79,63.3,190.2,4,6,0.33,0.903,1
6.2,31.5,30.22,46.4,195.3,1,2,1.29,0.934,1
55.25,6.23,51.7,45.0,102.0,0,6,0.83,0.861,1
84.16,11.99,64.09,74.8,195.1,15,6,1.71,0.848,1
94.06,40.25,34.88,51.4,184.1,6,6,1.2,0.961,1
57.61,18.86,39.06,46.6,96.8,20,2,0.49,0.936,1
52.84,38.91,64.08,64.0,346.2,2,5,3.82,0.968,1
12.91,61.54,90.66,78.5,307.0,13,2,4.2,0.976,1
56.05,54.25,68.98,53.4,314.0,21,5,3.55,0.862,1
40.34,25.81,77.63,53.3,249.4,18,5,0.67,0.724,0
61.46,35.94,44.34,80.0,81.2,15,6,1.32,0.796,0
41.15,60.26,36.78,47.1,211.8,21,0,0.58,0.901,1
27.35,82.48,51.34,69.6,292.9,5,2,2.39,0.862,1
13.83,72.79,79.57,85.8,42.4,23,1,3.47,0.669,0
34.29,54.81,51.5,80.4,188.7,0,6,1.94,0.842,0
13.99,37.61,82.74,43.0,156.8,6,3,1.78,0.995,1
21.45,37.85,94.1,55.4,97.9,10,2,2.71,0.95,1
96.82,84.15,20.76,46.8,151.0,17,6,0.44,0.975,1
46.3,8.53,18.63,85.6,344.7,8,5,0.77,0.94,1
54.46,93.92,26.97,87.3,261.4,21,1,0.95,0.97,1
86.25,64.79,45.75,51.3,125.9,2,5,1.72,0.736,1
97.59,66.3,25.48,72.1,223.7,23,0,7.66,0.767,0
59.19,8.42,84.65,80.4,108.9,22,3,4.18,1.0,1
80.56,59.5,16.85,51.2,225.5,7,4,0.77,0.892,1
35.41,48.63,40.26,49.0,316.8,7,4,0.73,0.9,1
33.43,14.52,29.78,40.5,208.2,22,0,1.34,0.997,1
42.45,30.01,89.52,59.8,264.7,0,6,7.55,0.977,1
67.54,85.13,68.56,83.2,175.1,9,0,0.53,0.978,1
68.44,54.5,87.96,83.3,197.7,14,4,6.49,0.948,1
34.32,42.21,92.79,46.1,252.4,9,0,0.62,0.943,1
17.39,11.54,54.77,49.8,290.0,7,6,4.55,0.914,1
63.81,69.27,33.75,59.6,241.0,20,4,3.75,0.928,1
16.93,68.26,30.5,77.5,342.8,1,0,4.48,0.968,1
58.8,60.26,32.83,69.4,292.3,17,4,4.65,0.908,1
69.49,50.92,71.69,64.7,278.7,1,1,0.69,0.958,1
70.16,44.04,18.24,68.4,300.4,20,0,3.22,0.994,1
75.07,58.39,19.11,44.6,120.0,18,4,2.49,0.905,1
86.18,26.01,63.65,62.9,168.3,21,0,4.42,0.907,1
51.5,89.71,66.36,87.6,210.6,8,6,1.55,0.908,1
72.91,57.99,68.22,44.2,178.0,9,4,1.27,0.748,1
62.58,33.01,44.75,64.9,301.2,3,4,2.79,0.99,1
22.36,45.47,79.48,54.2,38.7,20,5,0.83,0.905,1
7.39,77.51,57.69,65.9,96.9,0,5,3.63,0.828,1
31.46,19.55,23.44,67.5,312.1,10,6,0.87,0.926,1
46.2,31.36,78.77,67.7,48.9,21,3,0.29,0.817,1
62.39,66.16,91.25,80.9,102.6,1,6,1.8,0.992,1
84.05,33.39,19.8,58.7,142.4,22,0,3.82,0.942,1
23.25,76.33,46.31,64.8,270.2,3,1,2.55,0.87,0
16.68,16.74,54.0,40.5,209.3,14,2,9.27,0.919,1
94.6,73.64,26.72,77.9,335.5,19,2,0.5,0.863,1
15.05,11.15,84.42,52.5,102.9,12,5,1.04,0.992,1
49.5,6.13,37.73,79.2,309.1,0,0,1.16,0.969,1
59.46,85.84,77.64,52.8,120.5,21,5,0.32,0.87,1
55.35,57.32,68.68,40.5,108.6,1,4,0.29,0.792,1
13.0,36.66,62.84,47.4,189.5,5,4,0.26,0.87,0
10.3,25.93,30.37,87.3,52.8,6,1,1.25,0.915,1
14.81,60.52,32.66,55.4,153.0,18,0,3.93,0.993,1
59.46,50.81,18.79,45.2,143.8,3,2,2.67,0.927,1
55.62,94.24,34.26,45.7,81.2,17,1,1.38,0.851,1
26.74,93.49,42.64,54.9,305.5,22,6,0.81,0.859,1
64.31,62.15,81.65,41.8,153.5,8,0,0.23,0.773,1
81.27,44.86,44.31,64.6,344.2,20,0,0.59,0.839,1
8.87,49.2,75.37,50.3,317.9,10,5,1.18,0.661,0
51.33,66.42,50.16,64.9,92.3,4,5,1.13,0.805,1
69.11,14.14,77.79,46.8,191.6,23,0,0.8,0.923,1
28.47,34.55,93.1,60.6,222.6,0,3,11.91,0.993,0
33.62,11.77,34.19,68.7,292.1,1,1,1.39,0.886,1
62.07,11.6,83.99,43.0,313.4,22,0,0.82,0.508,1
88.51,22.63,64.75,59.1,229.7,2,6,1.25,0.997,1
80.32,48.67,80.38,54.5,41.2,21,5,0.86,0.705,1
59.23,75.63,67.13,51.5,184.0,16,6,1.07,0.894,1
72.91,48.69,48.92,69.0,313.1,23,1,0.47,0.814,1
38.93,35.19,33.25,68.3,258.5,1,2,0.2,0.98,1
64.61,12.41,20.6,70.3,308.4,0,0,1.55,0.997,1
48.35,54.53,57.84,47.6,245.7,1,4,1.54,0.921,1
22.66,29.41,94.23,53.7,44.1,7,0,0.54,0.72,1
70.26,60.34,74.04,50.1,339.8,12,0,3.78,1.0,1
56.75,92.95,41.19,65.9,323.8,13,1,0.63,0.996,1
38.35,15.02,81.18,62.1,70.5,20,6,3.14,0.987,1
89.75,24.09,76.52,55.9,66.1,11,1,0.62,0.961,1
6.95,47.58,37.53,77.7,202.5,8,5,0.86,0.996,1
34.37,92.18,16.14,44.5,272.3,18,3,0.83,0.91,1
10.29,74.46,24.45,86.8,152.3,23,0,0.72,0.766,0
76.29,85.84,85.18,45.6,73.6,19,5,6.3,0.967,1
70.3,35.03,81.93,77.1,193.4,6,2,0.81,0.942,1
35.82,94.28,38.62,57.7,138.0,9,1,1.53,0.451,1
67.84,14.25,37.82,81.5,142.6,23,3,2.86,0.931,1
41.82,9.77,78.43,43.6,236.4,2,6,0.97,0.953,1
75.33,82.0,90.02,58.0,313.4,18,4,0.22,0.915,1
47.24,88.45,77.33,56.1,208.7,16,4,3.07,0.87,0
43.34,13.15,63.45,87.7,250.0,7,3,0.87,0.996,1
91.93,15.21,34.41,87.3,241.2,17,5,4.33,0.976,0
28.33,7.99,57.06,49.1,206.4,6,6,1.55,0.941,1
16.2,14.41,33.68,70.2,129.4,6,4,2.16,0.908,1
59.36,23.85,79.64,65.7,150.9,22,0,6.23,0.962,1
95.15,92.31,45.96,47.4,131.0,19,1,4.28,0.737,1
40.14,65.11,81.7,48.1,323.6,22,2,3.35,0.837,1
10.77,75.07,45.53,87.5,294.5,15,4,1.71,0.999,1
36.56,74.85,80.93,61.7,215.4,14,0,0.57,0.976,1
52.05,53.16,41.67,46.0,321.9,13,6,3.88,0.917,1
20.06,76.77,50.21,50.3,313.7,15,5,0.4,0.819,1
66.2,58.62,64.24,52.9,326.9,23,1,4.57,0.997,1
97.79,33.31,20.62,64.5,101.0,8,0,3.11,0.987,1
47.01,55.5,90.86,56.1,259.6,22,0,3.45,0.974,1
37.99,53.02,60.89,61.8,225.0,21,5,1.15,0.932,1
42.27,79.11,55.63,48.0,264.8,20,1,0.38,0.783,1
15.71,93.36,82.15,55.7,114.3,9,4,2.8,0.898,1
87.14,41.99,84.26,43.4,252.3,14,6,7.84,0.998,0
43.58,73.71,56.78,82.7,161.1,22,6,4.11,0.988,1
41.02,13.98,89.18,49.5,296.9,9,4,3.88,0.918,1
66.35,74.91,20.18,76.3,284.5,1,0,2.2,0.837,1
46.11,38.43,24.06,56.8,97.6,4,3,0.45,0.987,1
65.29,8.55,62.74,62.8,88.8,7,4,4.18,0.965,1
10.71,37.69,43.33,54.0,259.7,5,0,0.7,0.952,1
80.68,59.96,52.14,73.4,206.2,5,5,0.81,0.744,1
92.47,15.73,41.25,80.5,208.3,0,2,3.02,0.808,1
65.34,88.16,47.38,53.7,270.8,15,6,2.72,0.751,0
93.77,11.99,80.81,51.6,303.6,17,2,0.35,0.913,1
19.08,88.7,62.48,72.7,106.5,2,3,0.78,0.917,1
49.4,68.64,94.79,49.4,207.8,6,5,3.6,0.906,0
60.97,34.67,77.95,70.7,295.3,11,0,6.17,0.996,1
59.1,40.17,36.89,44.5,309.3,9,2,0.82,0.839,1
42.34,71.67,36.15,69.8,122.0,21,6,3.06,0.977,0
36.44,59.13,41.87,64.6,63.3,20,5,1.61,0.771,1
16.79,65.45,82.46,45.5,104.5,9,4,1.16,0.978,1
41.43,40.02,17.18,71.2,332.6,22,0,4.77,0.817,1
20.13,48.9,33.41,61.4,178.0,8,3,1.79,0.912,1
73.3,94.09,87.39,50.4,163.9,10,3,2.55,0.861,1
24.42,24.25,66.19,57.0,34.2,18,4,2.0,0.519,0
10.45,42.61,33.15,63.6,46.3,7,2,2.26,0.989,1
56.37,31.26,32.53,44.4,244.0,17,5,1.66,0.84,1
60.36,73.86,84.01,86.0,218.7,3,2,1.72,0.994,1
86.09,73.76,86.5,71.9,214.2,1,3,4.02,0.931,0
58.66,31.32,35.49,44.9,65.3,12,1,0.92,0.951,1
37.13,12.33,48.64,79.5,142.7,22,5,2.87,0.993,1
79.68,6.03,81.77,55.5,290.0,13,6,0.83,0.996,1
55.25,43.47,76.68,68.6,86.0,19,5,0.35,0.805,0
12.37,41.93,80.11,53.3,312.5,21,5,4.87,0.961,1
